timestamp,track_id,event,face_verified
2025-12-16 01:08:04,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:05,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:06,1,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:07,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,2,ENTER,True
2025-12-16 01:08:08,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,1,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:09,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:10,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:11,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:12,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:13,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:14,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:15,2,ENTER,True
2025-12-16 01:08:16,2,ENTER,True
2025-12-16 01:08:16,2,ENTER,True
2025-12-16 01:08:16,2,ENTER,True
2025-12-16 01:08:18,6,ENTER,True
2025-12-16 01:08:18,6,ENTER,True
2025-12-16 01:08:18,6,ENTER,True
2025-12-16 01:08:19,6,ENTER,True
2025-12-16 01:08:19,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:20,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:21,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:22,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:23,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:24,2,ENTER,True
2025-12-16 01:08:25,2,ENTER,True
2025-12-16 01:08:25,2,ENTER,True
2025-12-16 01:08:25,2,ENTER,True
2025-12-16 01:08:25,2,ENTER,True
2025-12-16 01:08:25,8,ENTER,True
2025-12-16 01:08:26,8,ENTER,True
2025-12-16 01:08:26,8,ENTER,True
2025-12-16 01:08:27,8,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:29,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:30,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:31,10,ENTER,True
2025-12-16 01:08:32,10,ENTER,True
2025-12-16 01:08:32,10,ENTER,True
2025-12-16 01:08:32,10,ENTER,True
2025-12-16 01:08:32,10,ENTER,True
2025-12-16 01:08:32,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 01:08:33,10,ENTER,True
2025-12-16 12:22:08,3,EXIT,False
2025-12-16 12:22:08,3,ENTER,True
